what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui",1337817682517
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16l,2.2.2.I20110819-1700,"org.polarion.eclipse.team.svn.connector.svnkit16l",1337817682517
os,sysinfo,,,"win32",1337817682520
arch,sysinfo,,,"x86_64",1337817682520
ws,sysinfo,,,"win32",1337817682520
locale,sysinfo,,,"fr_FR",1337817682520
processors,sysinfo,,,"8",1337817682520
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1337817682520
java.runtime.version,sysinfo,,,"1.7.0_04-b20",1337817682520
java.specification.name,sysinfo,,,"Java Platform API Specification",1337817682520
java.specification.vendor,sysinfo,,,"Oracle Corporation",1337817682520
java.specification.version,sysinfo,,,"1.7",1337817682520
java.vendor,sysinfo,,,"Oracle Corporation",1337817682520
java.version,sysinfo,,,"1.7.0_04",1337817682520
java.vm.info,sysinfo,,,"mixed mode",1337817682520
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1337817682520
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1337817682520
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1337817682520
java.vm.specification.version,sysinfo,,,"1.7",1337817682520
java.vm.vendor,sysinfo,,,"Oracle Corporation",1337817682520
java.vm.version,sysinfo,,,"23.0-b21",1337817682520
activated,view,org.eclipse.team.svn.ui,0.7.9.I20110819-1700,"org.eclipse.team.svn.ui.repository.RepositoriesView",1337817700340
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1337817701079
started,bundle,org.eclipse.equinox.security.ui,1.1.0.v20101004,"org.eclipse.equinox.security.ui",1337817701096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337817710422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337817719592
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1337817721927
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1337817721931
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1337817721958
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1337817721960
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1337817721970
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1337817721977
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1337817721984
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1337817721985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337817722079
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1337817804015
error,log,,,"Operation details",1337818330202
error,log,,,"Operation details",1337818330213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337818497412
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.install",1337818497421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337818499208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337818545647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.aboutAction",1337818545667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337818547480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337818548583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337818548880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337818620187
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1337818624560
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1337818624562
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1337818624564
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1337818624629
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1337818624723
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1337818624817
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1337818624848
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1337818625034
opened,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1337818625086
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1337818625119
activated,editor,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner.PageDesignerEditor",1337818625133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1337818625201
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1337818625201
