what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287437056
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1337287437730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1337287441473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1337287442582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287445070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287447769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287448999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287522967
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1337287524652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287530926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287536954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287539622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287852691
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1337287855984
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337287856053
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1337287856125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337287858525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288113494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288119312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288574230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288576432
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288616317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288622663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288648153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288648274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288649348
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1337288649386
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1337288649863
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1337288650331
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1337288650366
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1337288650417
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1337455316360
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1337455316361
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1337455316362
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1337455316362
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1337455316363
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1337455316363
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1337455316364
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1337455316364
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1337455316365
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1337455316366
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1337455316366
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1337455316367
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1337455316368
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1337455316368
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1337455316369
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1337455316370
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1337455316370
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1337455316371
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1337455316382
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1337455316383
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1337455316384
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1337455316403
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1337455316403
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1337455316404
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1337455316405
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1337455316405
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1337455316406
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1337455316406
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1337455316407
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1337455316407
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1337455316408
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1337455316408
